Molar_Fraction,Estimated_Activities,Estimated_Max_eUs
[0.35 0.   0.45 0.   0.2 ],2.8664469718933106e-06,0.024999999999999994
[0.35 0.   0.4  0.   0.25],2.731321193277836e-06,0.04999999999999999
[0.35 0.   0.35 0.   0.3 ],2.89499219506979e-06,0.04999999999999999
[0.35 0.   0.3  0.   0.35],3.077532351016998e-06,0.04999999999999999
[0.35 0.   0.25 0.   0.4 ],2.671360969543457e-06,0.07499999999999998
[0.35 0.   0.2  0.   0.45],3.048176132142544e-06,0.07499999999999998
[0.35 0.   0.15 0.   0.5 ],2.738875523209572e-06,0.07499999999999998
[0.35 0.   0.1  0.   0.55],2.2834831848740578e-06,0.07499999999999998
[0.35 0.   0.05 0.   0.6 ],2.2922277450561524e-06,0.07499999999999998
[0.35 0.   0.   0.   0.65],2.22226157784462e-06,0.07499999999999998
[0.3 0.  0.7 0.  0. ],2.5752017434720746e-18,-0.075
[0.3  0.   0.65 0.   0.05],9.351835586130619e-07,0.024999999999999994
[0.3 0.  0.6 0.  0.1],1.9940033555030824e-06,0.024999999999999994
[0.3  0.   0.55 0.   0.15],2.114083245396614e-06,0.024999999999999994
[0.3 0.  0.5 0.  0.2],2.9124733060598374e-06,0.024999999999999994
[0.3  0.   0.45 0.   0.25],2.9159124940633772e-06,0.04999999999999999
[0.3 0.  0.4 0.  0.3],2.8064124286174774e-06,0.04999999999999999
[0.3  0.   0.35 0.   0.35],3.117194026708603e-06,0.04999999999999999
[0.3 0.  0.3 0.  0.4],3.2139554619789123e-06,0.04999999999999999
[0.3  0.   0.25 0.   0.45],2.693951316177845e-06,0.04999999999999999
[0.3 0.  0.2 0.  0.5],2.3567937314510347e-06,0.07499999999999998
[0.3  0.   0.15 0.   0.55],2.2940326482057573e-06,0.07499999999999998
[0.3 0.  0.1 0.  0.6],2.1386541426181793e-06,0.07499999999999998
[0.3  0.   0.05 0.   0.65],1.7381144687533379e-06,0.07499999999999998
[0.3 0.  0.  0.  0.7],1.644384115934372e-06,0.07499999999999998
[0.25 0.   0.75 0.   0.  ],2.5133734205201945e-18,-0.075
[0.25 0.   0.7  0.   0.05],1.0860495269298553e-06,0.024999999999999994
[0.25 0.   0.65 0.   0.1 ],1.8760841339826584e-06,0.024999999999999994
[0.25 0.   0.6  0.   0.15],2.345673553645611e-06,0.024999999999999994
[0.25 0.   0.55 0.   0.2 ],2.740715816617012e-06,0.04999999999999999
[0.25 0.   0.5  0.   0.25],3.2120201736688614e-06,0.024999999999999994
[0.25 0.   0.45 0.   0.3 ],2.9003461822867393e-06,0.04999999999999999
[0.25 0.   0.4  0.   0.35],2.6408705860376356e-06,0.04999999999999999
[0.25 0.   0.35 0.   0.4 ],2.940036915242672e-06,0.04999999999999999
[0.25 0.   0.3  0.   0.45],2.560201287269592e-06,0.04999999999999999
[0.25 0.   0.25 0.   0.5 ],2.503620833158493e-06,0.04999999999999999
[0.25 0.   0.2  0.   0.55],2.1656978875398636e-06,0.07499999999999998
[0.25 0.   0.15 0.   0.6 ],1.9645866006612777e-06,0.07499999999999998
[0.25 0.   0.1  0.   0.65],1.5548746101558208e-06,0.07499999999999998
[0.25 0.   0.05 0.   0.7 ],1.625366136431694e-06,0.07499999999999998
[0.25 0.   0.   0.   0.75],1.1758189648389817e-06,0.07499999999999998
[0.2 0.  0.8 0.  0. ],2.4588895508473664e-18,-0.075
[0.2  0.   0.75 0.   0.05],7.318584248423576e-07,0.024999999999999994
[0.2 0.  0.7 0.  0.1],1.882563903927803e-06,0.024999999999999994
[0.2  0.   0.65 0.   0.15],2.8146672993898393e-06,0.024999999999999994
[0.2 0.  0.6 0.  0.2],3.0427824705839158e-06,0.024999999999999994
[0.2  0.   0.55 0.   0.25],2.914080768823624e-06,0.04999999999999999
[0.2 0.  0.5 0.  0.3],3.3615842461585997e-06,0.04999999999999999
[0.2  0.   0.45 0.   0.35],3.1548492610454557e-06,0.04999999999999999
[0.2 0.  0.4 0.  0.4],2.6839829981327055e-06,0.04999999999999999
[0.2  0.   0.35 0.   0.45],2.5357769802212715e-06,0.04999999999999999
[0.2 0.  0.3 0.  0.5],2.36724354326725e-06,0.04999999999999999
[0.2  0.   0.25 0.   0.55],2.253071404993534e-06,0.04999999999999999
[0.2 0.  0.2 0.  0.6],1.5443144366145133e-06,0.07499999999999998
[0.2  0.   0.15 0.   0.65],1.6049796715378762e-06,0.07499999999999998
[0.2 0.  0.1 0.  0.7],1.3338853605091571e-06,0.07499999999999998
[0.2  0.   0.05 0.   0.75],1.017484162002802e-06,0.07499999999999998
[0.2 0.  0.  0.  0.8],9.052439592778682e-07,0.07499999999999998
[0.15 0.   0.85 0.   0.  ],2.3646923720359313e-18,-0.075
[0.15 0.   0.8  0.   0.05],8.13222024589777e-07,0.024999999999999994
[0.15 0.   0.75 0.   0.1 ],1.9374171271920205e-06,0.024999999999999994
[0.15 0.   0.7  0.   0.15],2.8676968067884447e-06,0.024999999999999994
[0.15 0.   0.65 0.   0.2 ],3.0259380117058754e-06,0.024999999999999994
[0.15 0.   0.6  0.   0.25],3.115784004330635e-06,0.024999999999999994
[0.15 0.   0.55 0.   0.3 ],2.7993965893983842e-06,0.04999999999999999
[0.15 0.   0.5  0.   0.35],2.9387935996055603e-06,0.04999999999999999
[0.15 0.   0.45 0.   0.4 ],2.9462028294801714e-06,0.04999999999999999
[0.15 0.   0.4  0.   0.45],2.7747174724936484e-06,0.04999999999999999
[0.15 0.   0.35 0.   0.5 ],2.5173064321279524e-06,0.04999999999999999
[0.15 0.   0.3  0.   0.55],2.2589802742004395e-06,0.04999999999999999
[0.15 0.   0.25 0.   0.6 ],1.8115855753421783e-06,0.04999999999999999
[0.15 0.   0.2  0.   0.65],1.3737892732024193e-06,0.07499999999999998
[0.15 0.   0.15 0.   0.7 ],1.144799403846264e-06,0.07499999999999998
[0.15 0.   0.1  0.   0.75],1.0022818110883236e-06,0.07499999999999998
[0.15 0.   0.05 0.   0.8 ],7.845431566238403e-07,0.07499999999999998
[0.15 0.   0.   0.   0.85],5.268029868602753e-07,0.07499999999999998
[0.1 0.  0.9 0.  0. ],2.074162951039727e-18,-0.075
[0.1  0.   0.85 0.   0.05],9.117787703871727e-07,0.024999999999999994
[0.1 0.  0.8 0.  0.1],1.879558153450489e-06,0.024999999999999994
[0.1  0.   0.75 0.   0.15],2.277892269194126e-06,0.024999999999999994
[0.1 0.  0.7 0.  0.2],3.2906435430049894e-06,0.024999999999999994
[0.1  0.   0.65 0.   0.25],3.106679953634739e-06,0.024999999999999994
[0.1 0.  0.6 0.  0.3],3.264405205845833e-06,0.024999999999999994
[0.1  0.   0.55 0.   0.35],3.265148401260376e-06,0.024999999999999994
[0.1 0.  0.5 0.  0.4],2.926466427743435e-06,0.024999999999999994
[0.1  0.   0.45 0.   0.45],2.4811100214719774e-06,0.04999999999999999
[0.1 0.  0.4 0.  0.5],2.445230260491371e-06,0.04999999999999999
[0.1  0.   0.35 0.   0.55],2.1108679473400116e-06,0.04999999999999999
[0.1 0.  0.3 0.  0.6],1.676160842180252e-06,0.04999999999999999
[0.1  0.   0.25 0.   0.65],1.5571365132927895e-06,0.04999999999999999
[0.1 0.  0.2 0.  0.7],1.0410266928374766e-06,0.04999999999999999
[0.1  0.   0.15 0.   0.75],9.163990616798401e-07,0.07499999999999998
[0.1 0.  0.1 0.  0.8],5.192331504076719e-07,0.07499999999999998
[0.1  0.   0.05 0.   0.85],5.975902546197176e-07,0.07499999999999998
[0.1 0.  0.  0.  0.9],3.398398868739605e-07,0.07499999999999998
[0.05 0.   0.95 0.   0.  ],1.9597662387219396e-18,-0.075
[0.05 0.   0.9  0.   0.05],1.0633816011250019e-06,0.024999999999999994
[0.05 0.   0.85 0.   0.1 ],2.0266946405172348e-06,0.024999999999999994
[0.05 0.   0.8  0.   0.15],2.6023659855127336e-06,0.024999999999999994
[0.05 0.   0.75 0.   0.2 ],3.06190624833107e-06,0.024999999999999994
[0.05 0.   0.7  0.   0.25],3.7794474512338637e-06,0.024999999999999994
[0.05 0.   0.65 0.   0.3 ],3.6929544061422347e-06,0.024999999999999994
[0.05 0.   0.6  0.   0.35],3.0737746506929397e-06,0.024999999999999994
[0.05 0.   0.55 0.   0.4 ],3.0337780714035035e-06,0.024999999999999994
[0.05 0.   0.5  0.   0.45],2.542532980442047e-06,0.04999999999999999
[0.05 0.   0.45 0.   0.5 ],2.016916126012802e-06,0.04999999999999999
[0.05 0.   0.4  0.   0.55],2.2050896659493447e-06,-0.075
[0.05 0.   0.35 0.   0.6 ],1.6830429434776307e-06,0.04999999999999999
[0.05 0.   0.3  0.   0.65],1.342092826962471e-06,0.04999999999999999
[0.05 0.   0.25 0.   0.7 ],9.540461003780366e-07,0.07499999999999998
[0.05 0.   0.2  0.   0.75],7.746763993054629e-07,0.07499999999999998
[0.05 0.   0.15 0.   0.8 ],6.853955797851086e-07,0.07499999999999998
[0.05 0.   0.1  0.   0.85],4.731668159365654e-07,0.07499999999999998
[0.05 0.   0.05 0.   0.9 ],3.721652552485466e-07,0.07499999999999998
[0.05 0.   0.   0.   0.95],2.616968471556902e-07,0.07499999999999998
[0. 0. 1. 0. 0.],1.633077997646986e-18,-0.075
[0.   0.   0.95 0.   0.05],7.109245751053095e-07,0.024999999999999994
[0.  0.  0.9 0.  0.1],1.563449390232563e-06,0.024999999999999994
[0.   0.   0.85 0.   0.15],2.0033828914165497e-06,0.024999999999999994
[0.  0.  0.8 0.  0.2],3.1931176781654356e-06,0.024999999999999994
[0.   0.   0.75 0.   0.25],3.402770683169365e-06,0.024999999999999994
[0.  0.  0.7 0.  0.3],3.8674283772706985e-06,0.024999999999999994
[0.   0.   0.65 0.   0.35],3.272164613008499e-06,0.024999999999999994
[0.  0.  0.6 0.  0.4],2.6920076459646226e-06,0.04999999999999999
[0.   0.   0.55 0.   0.45],2.3525625467300416e-06,0.04999999999999999
[0.  0.  0.5 0.  0.5],2.3766692727804184e-06,0.04999999999999999
[0.   0.   0.45 0.   0.55],1.962986961007118e-06,0.04999999999999999
[0.  0.  0.4 0.  0.6],1.6627252101898194e-06,0.04999999999999999
[0.   0.   0.35 0.   0.65],1.4472467824816703e-06,0.04999999999999999
[0.  0.  0.3 0.  0.7],1.0367827489972115e-06,0.04999999999999999
[0.   0.   0.25 0.   0.75],7.837826386094093e-07,0.04999999999999999
[0.  0.  0.2 0.  0.8],6.160126999020576e-07,0.07499999999999998
[0.   0.   0.15 0.   0.85],4.5871753245592116e-07,0.04999999999999999
[0.  0.  0.1 0.  0.9],2.740283263847232e-07,0.07499999999999998
[0.   0.   0.05 0.   0.95],2.1511428058147431e-07,0.07499999999999998
[0. 0. 0. 0. 1.],1.4491251204162836e-07,0.07499999999999998
