Adsorbate,Action,Gibbs E,Border_voltage,Voltage,Index x,Index y,site_type,Timestamp
H,adsorb,0.16129902005195618,0.1387009799480438,-1.0,0,81,ads_hol,0.017821788787841797
H,adsorb,-0.048211392015218735,0.3482113920152187,-1.0,0,82,ads_hol,0.01785898208618164
H,adsorb,0.33647090196609497,-0.03647090196609498,-1.0,0,83,ads_hol,0.017894744873046875
H,adsorb,0.08437412232160568,0.2156258776783943,-1.0,0,84,ads_hol,0.017930030822753906
H,adsorb,0.31067192554473877,-0.01067192554473878,-1.0,0,85,ads_hol,0.017965078353881836
H,adsorb,-0.08590776473283768,0.38590776473283767,-1.0,0,86,ads_hol,0.01800084114074707
H,adsorb,-0.09045791625976562,0.3904579162597656,-1.0,0,87,ads_hol,0.018036842346191406
H,adsorb,-0.13820064067840576,0.43820064067840575,-1.0,0,88,ads_hol,0.018072128295898438
H,adsorb,-0.09735803306102753,0.3973580330610275,-1.0,0,89,ads_hol,0.018107175827026367
H,adsorb,0.045872125774621964,0.254127874225378,-1.0,0,90,ads_hol,0.018141984939575195
H,adsorb,0.24950851500034332,0.050491484999656666,-1.0,0,91,ads_hol,0.018177032470703125
H,adsorb,0.283913254737854,0.016086745262145985,-1.0,0,92,ads_hol,0.0184938907623291
H,adsorb,0.08936697989702225,0.21063302010297774,-1.0,0,93,ads_hol,0.018871068954467773
H,adsorb,-0.20526893436908722,0.5052689343690873,-1.0,0,94,ads_hol,0.019034147262573242
H,adsorb,0.3539169728755951,-0.053916972875595104,-1.0,0,95,ads_hol,0.01920795440673828
H,adsorb,0.09550294280052185,0.20449705719947814,-1.0,0,96,ads_hol,0.019383907318115234
H,adsorb,0.2593722343444824,0.04062776565551757,-1.0,0,97,ads_hol,0.019525766372680664
H,adsorb,0.45840805768966675,-0.15840805768966676,-1.0,0,98,ads_hol,0.01966094970703125
H,adsorb,0.043461501598358154,0.25653849840164183,-1.0,0,99,ads_hol,0.019787073135375977
H,adsorb,0.22146525979042053,0.07853474020957946,-1.0,1,0,ads_hol,0.019943952560424805
H,adsorb,0.23772482573986053,0.062275174260139454,-1.0,1,1,ads_hol,0.020023107528686523
H,adsorb,0.04974155128002167,0.2502584487199783,-1.0,1,2,ads_hol,0.020073890686035156
H,adsorb,0.05070473998785019,0.2492952600121498,-1.0,1,3,ads_hol,0.020122051239013672
